customer_id,customer_name,email,registration_date,customer_type
CUST00339,Oni Dubey,oni.dubey339@example.com,2025-10-01,REGULAR
CUST00340,Hardik Suri,hardik.suri340@example.com,2025-07-14,REGULAR
CUST00341,Ati Bali,ati.bali341@example.com,2026-05-28,REGULAR
CUST00342,Teerth Sawhney,teerth.sawhney342@example.com,2025-03-17,PREMIUM
CUST00343,Warinder Patil,warinder.patil343@example.com,2025-08-28,PREMIUM
CUST00344,Jhalak Parmer,jhalak.parmer344@example.com,2025-10-11,PREMIUM
CUST00345,Mitali Majumdar,mitali.majumdar345@example.com,2025-08-18,REGULAR
CUST00346,Jason Sha,jason.sha346@example.com,2025-06-05,REGULAR
CUST00347,Simon Bail,simon.bail347@example.com,2025-10-12,REGULAR
CUST00348,Gauri Kohli,gauri.kohli348@example.com,2025-05-08,REGULAR
CUST00349,Samesh Biswas,samesh.biswas349@example.com,2026-01-10,VIP
CUST00350,Tarak Kaul,tarak.kaul350@example.com,2025-09-21,PREMIUM
CUST00351,Manbir Agate,manbir.agate351@example.com,2025-02-28,REGULAR
CUST00352,Maanav De,maanav.de352@example.com,2026-06-10,PREMIUM
CUST00353,Owen Choudhary,owen.choudhary353@example.com,2026-03-09,REGULAR
CUST00354,Karan Aurora,karan.aurora354@example.com,2025-01-11,REGULAR
CUST00355,Wazir Naik,wazir.naik355@example.com,2025-10-14,REGULAR
CUST00356,Owen Lanka,owen.lanka356@example.com,2026-03-31,REGULAR
CUST00357,Jonathan Sama,jonathan.sama357@example.com,2025-10-16,REGULAR
CUST00358,Devansh Soni,devansh.soni358@example.com,2025-01-20,REGULAR
CUST00359,Janaki Varghese,janaki.varghese359@example.com,2025-09-12,PREMIUM
CUST00360,Siya Thakur,siya.thakur360@example.com,2025-02-19,REGULAR
CUST00361,Caleb Verma,caleb.verma361@example.com,2026-06-29,REGULAR
CUST00362,Tara Balasubramanian,tara.balasubramanian362@example.com,2025-04-19,REGULAR
CUST00363,Varenya Ratti,varenya.ratti363@example.com,2026-01-18,REGULAR
CUST00364,Hritik Swaminathan,hritik.swaminathan364@example.com,2026-02-22,REGULAR
CUST00365,Ethan Buch,ethan.buch365@example.com,2026-06-05,PREMIUM
CUST00366,Manbir Bhatti,manbir.bhatti366@example.com,2026-02-24,REGULAR
CUST00367,Anvi Nair,anvi.nair367@example.com,2025-05-01,PREMIUM
CUST00368,Chaitaly Setty,chaitaly.setty368@example.com,2026-01-16,REGULAR
CUST00369,Hardik Contractor,hardik.contractor369@example.com,2025-08-06,REGULAR
CUST00370,Qushi Seth,qushi.seth370@example.com,2025-12-11,REGULAR
CUST00371,Odika Nori,odika.nori371@example.com,2025-10-09,REGULAR
CUST00372,Mohini Sagar,mohini.sagar372@example.com,2026-02-27,PREMIUM
CUST00373,Dhriti Sane,dhriti.sane373@example.com,2025-02-17,REGULAR
CUST00374,Aadhya Prasad,aadhya.prasad374@example.com,2025-04-05,PREMIUM
CUST00375,Urvi Bhavsar,urvi.bhavsar375@example.com,2025-03-13,REGULAR
CUST00376,Frederick Chander,frederick.chander376@example.com,2026-04-09,VIP
CUST00377,Gopal Pradhan,gopal.pradhan377@example.com,2025-09-17,REGULAR
CUST00378,Darpan Narayan,darpan.narayan378@example.com,2026-03-15,REGULAR
CUST00379,Nirja Pandya,nirja.pandya379@example.com,2026-03-07,REGULAR
CUST00380,Charan Mani,charan.mani380@example.com,2025-06-30,REGULAR
CUST00381,Indira Chawla,indira.chawla381@example.com,2026-04-08,REGULAR
CUST00382,Mohammed Subramaniam,mohammed.subramaniam382@example.com,2025-04-23,VIP
CUST00383,Hritik Palla,hritik.palla383@example.com,2025-05-16,REGULAR
CUST00384,Ishwar Mallick,ishwar.mallick384@example.com,2025-04-13,REGULAR
CUST00385,Pushti Bal,pushti.bal385@example.com,2025-07-04,REGULAR
CUST00386,Ayush Gole,ayush.golegmail.com,2025-02-10,REGULAR
CUST00387,Dayamai Nori,dayamai.nori387@example.com,2025-03-30,PREMIUM
CUST00388,Abeer Golla,abeer.golla388@example.com,2025-10-09,REGULAR
CUST00389,Nandini Boase,nandini.boase389@example.com,2026-01-27,REGULAR
CUST00390,Azaan Chand,azaan.chand390@example.com,2026-05-27,REGULAR
CUST00391,Krisha Saini,krisha.saini391@example.com,2025-01-25,REGULAR
CUST00392,Harita Dugar,harita.dugar392@example.com,2025-11-08,REGULAR
CUST00393,Devika Nair,devika.nair393@example.com,2025-12-11,REGULAR
CUST00394,Charles Dugal,charles.dugal394@example.com,2026-04-18,REGULAR
CUST00395,Chandran Bumb,chandran.bumb395@example.com,2026-04-30,REGULAR
CUST00396,Saanvi Samra,saanvi.samra396@example.com,2025-09-10,REGULAR
CUST00397,Riya Sachdeva,riya.sachdeva397@example.com,2025-08-18,REGULAR
CUST00398,Tanveer Vala,tanveer.vala398@example.com,2025-03-19,PREMIUM
CUST00399,Hemani Sani,hemani.sani399@example.com,2026-05-24,REGULAR
CUST00400,Bhanumati Sur,bhanumati.sur400@example.com,2025-06-17,REGULAR
CUST00401,Chakradev Kannan,chakradev.kannan401@example.com,2025-11-18,REGULAR
CUST00402,Christopher Amble,christopher.amble402@example.com,2025-11-20,PREMIUM
CUST00403,Charvi Kakar,charvi.kakar403@example.com,2025-08-31,REGULAR
CUST00404,Aadhya Mann,aadhya.mann404@example.com,2025-04-29,REGULAR
CUST00405,Jagdish Amble,jagdish.amble405@example.com,2025-03-12,PREMIUM
CUST00406,Qushi Gill,qushi.gill406@example.com,2025-03-17,PREMIUM
CUST00407,Lajita Walia,lajita.walia407@example.com,2025-04-12,REGULAR
CUST00408,Xiti Pandya,xiti.pandya408@example.com,2026-03-13,REGULAR
CUST00409,Mekhala Basak,mekhala.basak409@example.com,2025-11-16,REGULAR
CUST00410,Anirudh Sharaf,anirudh.sharaf410@example.com,2025-11-25,PREMIUM
CUST00411,Dhriti Sanghvi,dhriti.sanghvi411@example.com,2025-08-12,REGULAR
CUST00412,Omisha Mann,omisha.mann412@example.com,2026-03-25,REGULAR
CUST00413,Nidhi Bail,nidhi.bail413@example.com,2026-01-10,REGULAR
CUST00414,Onveer Sharma,onveer.sharma414@example.com,2026-03-09,REGULAR
CUST00415,Gaurang Sarkar,gaurang.sarkar415@example.com,2026-03-22,REGULAR
CUST00416,Yagnesh Sarin,yagnesh.sarin416@example.com,2026-03-12,VIP
CUST00417,Farhan Randhawa,farhan.randhawa417@example.com,2026-04-22,REGULAR
CUST00418,Harinakshi Kant,harinakshi.kant418@example.com,2026-04-19,PREMIUM
CUST00419,Om Bose,om.bose419@example.com,2025-07-27,REGULAR
CUST00420,Yashvi Hari,yashvi.hari420@example.com,2025-08-28,PREMIUM
CUST00421,Indali Divan,indali.divan421@example.com,2025-05-21,PREMIUM
CUST00422,Harshil Dhingra,harshil.dhingra422@example.com,2025-11-08,REGULAR
CUST00423,Rudra Ghose,rudra.ghose423@example.com,2025-01-24,REGULAR
CUST00424,Faqid Goel,faqid.goel424@example.com,2025-10-20,REGULAR
CUST00425,Ucchal Sen,ucchal.sen425@example.com,2025-10-15,REGULAR
CUST00426,Diya Dora,diya.dora426@example.com,2026-03-17,REGULAR
CUST00427,Ekansh Singh,ekansh.singh427@example.com,2025-05-01,REGULAR
CUST00428,Chavvi Maharaj,chavvi.maharaj428@example.com,2026-06-08,REGULAR
CUST00429,Indira Tripathi,indira.tripathi429@example.com,2025-11-26,REGULAR
CUST00430,Dayita Shenoy,dayita.shenoy430@example.com,2025-08-01,REGULAR
CUST00431,Baljiwan Bhandari,baljiwan.bhandari431@example.com,2025-09-26,REGULAR
CUST00432,Bhavini Bose,bhavini.bose432@example.com,2026-06-11,REGULAR
CUST00433,Yashica Rajagopalan,yashica.rajagopalan433@example.com,2025-08-28,REGULAR
CUST00434,Benjamin Sengupta,benjamin.sengupta434@example.com,2026-04-11,REGULAR
CUST00435,Ekanta Soni,ekanta.soni435@example.com,2025-06-14,PREMIUM
CUST00436,David Seshadri,david.seshadri436@example.com,2025-08-13,REGULAR
CUST00437,Hemal Chad,@gmail.com,2025-05-17,REGULAR
CUST00438,Balveer Kota,balveer.kota438@example.com,2025-06-28,REGULAR
CUST00439,Reva Viswanathan,reva.viswanathan439@example.com,2025-10-03,REGULAR
CUST00440,Januja Pradhan,januja.pradhan440@example.com,2025-02-02,REGULAR
CUST00441,Lila Rege,lila.rege441@example.com,2025-03-02,PREMIUM
CUST00442,Charles Natt,charles.natt442@example.com,2026-03-22,REGULAR
CUST00443,Forum Chandra,forum.chandra443@example.com,2025-08-13,REGULAR
CUST00444,Bhanumati Krishnan,bhanumati.krishnan444@example.com,2025-09-10,REGULAR
CUST00445,Gauri Bumb,gauri.bumb445@example.com,2025-12-24,PREMIUM
CUST00446,Inaya Mukherjee,inaya.mukherjee446@example.com,2025-03-10,REGULAR
CUST00447,Kai Chad,kai.chad447@example.com,2025-12-05,REGULAR
CUST00448,Krisha Narasimhan,krisha.narasimhan448@example.com,2025-11-04,PREMIUM
CUST00449,Girik Sampath,girik.sampath449@example.com,2025-06-22,REGULAR
CUST00450,Andrew Patil,andrew.patil450@example.com,2026-02-01,REGULAR
CUST00451,Pranit Kala,pranit.kala451@example.com,2025-05-31,PREMIUM
CUST00452,Vedika Handa,vedika.handa452@example.com,2026-05-17,PREMIUM
CUST00453,Laksh Dubey,laksh.dubey453@example.com,2025-04-24,REGULAR
CUST00454,Chakrika Chaudhuri,chakrika.chaudhuri454@example.com,2025-04-29,PREMIUM
CUST00455,Gayathri Deep,gayathri.deep455@example.com,2025-05-18,VIP
CUST00456,Mitesh Gaba,mitesh.gaba456@example.com,2025-12-27,PREMIUM
CUST00457,Noah Sarma,noah.sarma457@example.com,2025-12-15,REGULAR
CUST00458,Nirja Patla,nirja.patla458@example.com,2026-05-15,REGULAR
CUST00459,Sachi Mane,sachi.mane459@example.com,2026-05-03,REGULAR
CUST00460,Vivaan Walla,vivaan.walla460@example.com,2025-12-31,REGULAR
CUST00461,Dayamai Singh,dayamai.singh461@example.com,2025-08-02,REGULAR
CUST00462,Jhalak Sastry,jhalak.sastry462@example.com,2025-02-27,REGULAR
CUST00463,Baghyawati Raja,baghyawati.raja463@example.com,2025-02-14,REGULAR
CUST00464,Neel Iyengar,neel.iyengar464@example.com,2026-05-16,PREMIUM
CUST00465,Zashil Ben,zashil.ben465@example.com,2026-04-23,REGULAR
CUST00466,Kamya Chauhan,kamya.chauhan466@example.com,2026-03-27,REGULAR
CUST00467,Bhavani Chacko,bhavani.chacko467@example.com,2025-02-01,REGULAR
CUST00468,Anjali Sengupta,anjali.sengupta468@example.com,2026-05-22,REGULAR
CUST00469,Rajeshri Chand,rajeshri.chand469@example.com,2026-01-25,REGULAR
CUST00470,Shravya Palla,shravya.palla470@example.com,2025-03-22,PREMIUM
CUST00471,Oeshi Bera,oeshi.bera471@example.com,2025-03-07,REGULAR
CUST00472,Yadavi Prakash,yadavi.prakash472@example.com,2025-07-12,PREMIUM
CUST00473,Libni Bumb,libni.bumb473@example.com,2026-02-12,REGULAR
CUST00474,Udarsh Bala,udarsh.bala474@example.com,2025-10-17,PREMIUM
CUST00475,Hardik Nayak,hardik.nayak475@example.com,2025-09-20,REGULAR
CUST00476,Laksh Barad,laksh.barad476@example.com,2026-05-06,REGULAR
CUST00477,Urmi Dewan,urmi.dewan477@example.com,2025-03-15,REGULAR
CUST00478,Saumya Ahluwalia,saumya.ahluwalia478@example.com,2025-07-15,PREMIUM
CUST00479,Anirudh Kunda,anirudh.kunda479@example.com,2026-04-14,PREMIUM
CUST00480,Mason Wable,mason.wable480@example.com,2026-03-29,REGULAR
CUST00481,Indrajit Mani,indrajit.mani481@example.com,2025-08-29,VIP
CUST00482,Charvi Dara,charvi.dara482@example.com,2025-11-01,REGULAR
CUST00483,William Saini,william.saini483@example.com,2025-03-07,REGULAR
CUST00484,Dev Choudhry,dev.choudhry484@example.com,2025-09-13,PREMIUM
CUST00485,Amol Varma,amol.varma485@example.com,2026-06-17,PREMIUM
CUST00486,Maanas Manne,maanas.manne486@example.com,2026-06-05,REGULAR
CUST00487,Aarav Pandit,aarav.pandit487@example.com,2025-10-09,REGULAR
CUST00488,Omaja Grover,omaja.grover488@example.com,2025-09-23,PREMIUM
CUST00489,Jalsa Bir,jalsa.bir489@example.com,2025-06-25,VIP
CUST00490,Madhavi Singhal,madhavi.singhal490@example.com,2025-08-18,PREMIUM
CUST00491,Lila Prakash,lila.prakash491@example.com,2026-02-24,PREMIUM
CUST00492,Amol Parikh,amol.parikh492@example.com,2025-01-30,REGULAR
CUST00493,Hemani Khosla,hemani.khosla493@example.com,2026-04-26,REGULAR
CUST00494,Gaurangi Deol,gaurangi.deol494@example.com,2025-05-07,REGULAR
CUST00495,Indira Nigam,indira.nigam495@example.com,2026-05-01,PREMIUM
CUST00496,Ucchal Srinivas,ucchal.srinivas496@example.com,2025-12-06,REGULAR
CUST00497,Krishna Bhatnagar,krishna.bhatnagar497@example.com,2025-07-04,VIP
CUST00498,Balhaar Memon,balhaar.memon498@example.com,2025-12-15,REGULAR
CUST00499,Caleb Iyengar,caleb.iyengar499@example.com,2025-12-31,PREMIUM
CUST00500,Diya Mukherjee,diya.mukherjee500@example.com,2026-06-11,PREMIUM
CUST00501,Urvashi Kulkarni,urvashi.kulkarni501@example.com,2025-12-25,PREMIUM
CUST00502,Rayaan Mangal,rayaan.mangal502@example.com,2026-01-26,REGULAR
CUST00503,Champak Narula,champak.narula503@example.com,2025-06-05,PREMIUM
CUST00504,Jeet Pillai,jeet.pillai504@example.com,2025-07-14,REGULAR
CUST00505,Mugdha Sarraf,mugdha.sarraf505@example.com,2025-10-16,REGULAR
CUST00506,Harinakshi Grover,harinakshi.grover506@example.com,2026-02-05,PREMIUM
CUST00507,Widisha Pillai,widisha.pillai507@example.com,2025-05-05,REGULAR
CUST00508,Fitan Samra,fitan.samra508@example.com,2025-04-25,PREMIUM
CUST00509,Qushi Gole,qushi.gole509@example.com,2025-06-22,PREMIUM
CUST00510,Ekani Chauhan,ekani.chauhan510@example.com,2025-01-21,REGULAR
CUST00511,Falak Merchant,falak.merchant511@example.com,2025-10-18,REGULAR
CUST00512,Sanaya Sandhu,sanaya.sandhu512@example.com,2025-10-19,REGULAR
CUST00513,Sachi Panchal,sachi.panchal513@example.com,2025-03-18,PREMIUM
CUST00514,Brijesh Pandit,brijesh.pandit514@example.com,2025-04-24,REGULAR
CUST00515,Anvi Bhandari,anvi.bhandari515@example.com,2026-01-02,REGULAR
CUST00516,Nidra Patla,nidra.patla516@example.com,2025-12-31,REGULAR
CUST00517,Azaan Dhar,azaan.dhar,2025-01-15,REGULAR
CUST00518,Bakhshi Date,bakhshi.date518@example.com,2026-03-03,PREMIUM
CUST00519,Warinder Peri,warinder.peri519@example.com,2025-11-25,REGULAR
CUST00520,Leela Bali,leela.bali520@example.com,2025-08-22,REGULAR
CUST00521,Shivani Prabhakar,shivani.prabhakar521@example.com,2026-05-12,PREMIUM
CUST00522,Sachi Bose,sachi.bose522@example.com,2025-03-28,PREMIUM
CUST00523,Jeevika Rao,jeevika.rao523@example.com,2026-02-21,REGULAR
CUST00524,Arya Krish,arya.krish524@example.com,2025-07-07,PREMIUM
CUST00525,Atharv Grewal,atharv.grewal525@example.com,2025-01-02,REGULAR
CUST00526,Zarna Ram,zarna.ram526@example.com,2025-11-20,REGULAR
CUST00527,Adweta Lad,adweta.lad527@example.com,2026-02-11,VIP
CUST00528,Tanish Mangal,tanish.mangal528@example.com,2026-02-13,REGULAR
CUST00529,Ryan Das,ryan.das529@example.com,2026-01-30,REGULAR
CUST00530,Ethan Seth,ethan.seth530@example.com,2026-01-01,REGULAR
CUST00531,Sai Chahal,sai.chahal531@example.com,2025-10-17,REGULAR
CUST00532,Idika Bhattacharyya,idika.bhattacharyya,2025-09-25,REGULAR
CUST00533,Charita Dugar,charita.dugar533@example.com,2025-03-22,PREMIUM
CUST00534,Janaki Trivedi,janaki.trivedi534@example.com,2025-09-16,REGULAR
CUST00535,Jairaj Iyer,jairaj.iyer535@example.com,2025-09-20,PREMIUM
CUST00536,Warjas Tak,warjas.tak536@example.com,2026-06-16,REGULAR
CUST00537,Jalsa Pillay,jalsa.pillay537@example.com,2026-05-06,REGULAR
CUST00538,Kai Chadha,kai.chadha538@example.com,2025-12-22,REGULAR
CUST00539,Dayamai Rao,dayamai.rao539@example.com,2025-06-04,PREMIUM
CUST00540,Nirja Rout,nirja.rout540@example.com,2025-08-29,REGULAR
CUST00541,Jeremiah Nadig,jeremiah.nadig541@example.com,2026-02-26,REGULAR
CUST00542,Shivani Shukla,shivani.shukla542@example.com,2026-05-18,REGULAR
CUST00543,Kabir Gopal,kabir.gopal543@example.com,2025-02-07,PREMIUM
CUST00544,Rachita Thakkar,rachita.thakkar544@example.com,2025-04-07,PREMIUM
CUST00545,Jeet Vasa,jeet.vasa545@example.com,2025-11-07,PREMIUM
CUST00546,Daksha Gala,daksha.gala546@example.com,2025-10-28,REGULAR
CUST00547,Ekantika Kar,ekantika.kar547@example.com,2026-06-22,REGULAR
CUST00548,Zilmil Mander,zilmil.mander548@example.com,2026-02-08,REGULAR
CUST00549,Zashil Hegde,zashil.hegde549@example.com,2025-11-26,REGULAR
CUST00550,Jeremiah Mitter,jeremiah.mitter550@example.com,2025-05-21,REGULAR
CUST00551,Yadavi Ganguly,yadavi.ganguly551@example.com,2025-03-04,REGULAR
CUST00552,Onveer Nazareth,onveer.nazareth552@example.com,2025-12-13,REGULAR
CUST00553,Ayush Bumb,ayush.bumb553@example.com,2026-06-20,REGULAR
CUST00554,Alka Kade,alka.kade554@example.com,2025-10-01,REGULAR
CUST00555,Azaan Tank,azaan.tank555@example.com,2026-05-12,VIP
CUST00556,Chasmum Subramanian,chasmum.subramanian556@example.com,2025-02-28,REGULAR
CUST00557,Nidra Mishra,nidra.mishra557@example.com,2026-02-03,PREMIUM
CUST00558,Elijah Bhasin,elijah.bhasin558@example.com,2025-01-25,REGULAR
CUST00559,Ria Sagar,ria.sagar559@example.com,2025-12-07,REGULAR
CUST00560,Ucchal Jani,ucchal.jani560@example.com,2026-05-17,REGULAR
CUST00561,Maanas Munshi,maanas.munshi561@example.com,2026-03-17,REGULAR
CUST00562,Hemani Rastogi,hemani.rastogi562@example.com,2025-12-16,PREMIUM
CUST00563,Kamala Varma,kamala.varma563@example.com,2025-03-01,REGULAR
CUST00564,Eiravati Khurana,eiravati.khurana564@example.com,2025-11-06,REGULAR
CUST00565,Jason Loke,jason.loke565@example.com,2025-03-30,REGULAR
CUST00566,Yug Dhaliwal,yug.dhaliwal566@example.com,2026-02-07,REGULAR
CUST00567,Chandresh Mannan,chandresh.mannan567@example.com,2025-07-23,PREMIUM
CUST00568,Omya Kothari,omya.kothari568@example.com,2025-06-16,VIP
CUST00569,Falak Munshi,falak.munshi569@example.com,2026-01-17,REGULAR
CUST00570,Nathaniel Tara,nathaniel.tara570@example.com,2025-02-27,REGULAR
CUST00571,Wishi Morar,wishi.morar571@example.com,2025-12-12,VIP
CUST00572,Arin Chana,arin.chana572@example.com,2025-09-06,REGULAR
CUST00573,Yashasvi Shankar,yashasvi.shankar573@example.com,2026-03-04,REGULAR
CUST00574,Tanveer Pandit,tanveer.pandit574@example.com,2025-05-03,PREMIUM
CUST00575,Chandresh Manda,chandresh.manda575@example.com,2026-05-11,REGULAR
CUST00576,Upma Mangal,upma.mangal576@example.com,2025-06-24,REGULAR
CUST00577,Hritik Sankar,hritik.sankar577@example.com,2025-04-18,REGULAR
CUST00578,Aishani Pau,aishani.pau578@example.com,2025-10-08,REGULAR
CUST00579,Jasmit Bath,jasmit.bath579@example.com,2026-03-05,REGULAR
CUST00580,Charan Hayer,charan.hayer580@example.com,2025-02-21,REGULAR
CUST00581,Bhavya Borah,bhavya.borah581@example.com,2026-01-07,REGULAR
CUST00582,Yamini Seshadri,yamini.seshadri582@example.com,2026-03-23,REGULAR
CUST00583,Jagat Dave,jagat.dave583@example.com,2026-05-14,REGULAR
CUST00584,Meera Prakash,meera.prakash584@example.com,2026-02-06,REGULAR
CUST00585,Jasmit Dhawan,jasmit.dhawan585@example.com,2026-03-05,REGULAR
CUST00586,Yashodhara Ratti,yashodhara.ratti586@example.com,2025-04-11,REGULAR
CUST00587,Chakradev Barad,chakradev.barad587@example.com,2025-02-13,PREMIUM
CUST00588,Gauri Som,gauri.som588@example.com,2025-08-25,REGULAR
CUST00589,Manthan Varma,manthan.varma589@example.com,2025-06-25,REGULAR
CUST00590,Falak Nagar,falak.nagar590@example.com,2025-08-09,PREMIUM
CUST00591,Maya Mistry,maya.mistry591@example.com,2026-05-09,VIP
CUST00592,Yashica Upadhyay,yashica.upadhyay592@example.com,2026-05-01,REGULAR
CUST00593,Chandani Soman,chandani.soman593@example.com,2026-01-26,REGULAR
CUST00594,Jyoti Narula,jyoti.narula594@example.com,2026-03-28,REGULAR
CUST00595,Omaja Morar,omaja.morar595@example.com,2026-04-16,REGULAR
CUST00596,Urvi Lanka,urvi.lanka596@example.com,2025-02-01,PREMIUM
CUST00597,Charan Srinivasan,charan.srinivasan597@example.com,2025-02-05,PREMIUM
CUST00598,Lajita Divan,lajita.divan598@example.com,2025-07-25,REGULAR
CUST00599,Azad Choudhary,azad.choudhary599@example.com,2025-11-20,REGULAR
CUST00600,Anirudh Sastry,anirudh.sastry600@example.com,2026-05-03,REGULAR
CUST00601,Omya Doshi,omya.doshi601@example.com,2025-08-23,REGULAR
CUST00602,Samar Roy,samar.roy602@example.com,2026-06-17,REGULAR
CUST00603,David Devi,david.devi603@example.com,2026-06-19,REGULAR
CUST00604,Ekta Sridhar,ekta.sridhar604@example.com,2026-01-12,REGULAR
CUST00605,Dipta Ghose,dipta.ghose605@example.com,2025-04-22,REGULAR
CUST00606,Hema Pandya,hema.pandya606@example.com,2025-09-26,VIP
CUST00607,Veda Handa,veda.handa607@example.com,2025-10-15,REGULAR
CUST00608,Arya Misra,arya.misra608@example.com,2025-07-07,REGULAR
CUST00609,Chameli Mani,chameli.mani609@example.com,2025-07-12,REGULAR
CUST00610,Vrinda Nadig,vrinda.nadig610@example.com,2025-10-26,PREMIUM
CUST00611,Ikshita Mahal,ikshita.mahal611@example.com,2025-05-05,PREMIUM
CUST00612,Jairaj Raghavan,jairaj.raghavan612@example.com,2025-08-31,REGULAR
CUST00613,Hemani Dhingra,hemani.dhingra613@example.com,2026-02-04,REGULAR
CUST00614,Brijesh Mani,brijesh.mani614@example.com,2026-01-22,REGULAR
CUST00615,Hiral Sathe,hiral.sathe615@example.com,2026-01-28,REGULAR
CUST00616,Varenya Kala,varenya.kala616@example.com,2026-03-30,REGULAR
CUST00617,Anika Magar,anika.magar617@example.com,2026-01-20,REGULAR
CUST00618,Ikbal Khatri,ikbal.khatri618@example.com,2026-06-07,REGULAR
CUST00619,Chandresh Wali,chandresh.wali619@example.com,2025-03-25,REGULAR
CUST00620,Viraj Ben,viraj.ben620@example.com,2025-10-12,PREMIUM
CUST00621,Odika Narayanan,odika.narayanan621@example.com,2025-11-08,REGULAR
CUST00622,Harish Devan,harish.devan622@example.com,2025-10-09,REGULAR
CUST00623,Nakul Ray,nakul.ray623@example.com,2026-01-27,REGULAR
CUST00624,Vansha Iyengar,vansha.iyengar624@example.com,2026-04-30,REGULAR
CUST00625,Ekani Mangal,ekani.mangal625@example.com,2025-03-17,REGULAR
CUST00626,Gaurav Kata,gaurav.kata626@example.com,2025-09-21,REGULAR
CUST00627,Parth Sahni,parth.sahni627@example.com,2025-04-23,REGULAR
CUST00628,Balhaar Ranganathan,balhaar.ranganathan628@example.com,2026-01-24,REGULAR
CUST00629,Quincy Mann,quincy.mann629@example.com,2025-09-16,PREMIUM
CUST00630,Aditya Misra,aditya.misra630@example.com,2025-04-26,REGULAR
CUST00631,Gautami Mane,gautami.mane631@example.com,2025-09-12,PREMIUM
CUST00632,Wakeeta Desai,wakeeta.desai632@example.com,2025-11-02,VIP
CUST00633,Anjali Hans,anjali.hans633@example.com,2025-08-21,REGULAR
CUST00634,Ganga Gaba,ganga.gaba634@example.com,2026-01-31,REGULAR
CUST00635,Aarini Grewal,aarini.grewal635@example.com,2025-08-21,REGULAR
CUST00636,Geetika Merchant,geetika.merchantgmail.com,2026-06-08,REGULAR
CUST00637,Parth Ravi,parth.ravi637@example.com,2025-08-27,PREMIUM
CUST00638,Yutika Narang,yutika.narang638@example.com,2026-06-19,REGULAR
CUST00639,Nandini Chandran,nandini.chandran639@example.com,2025-07-26,VIP
CUST00640,Logan Sood,logan.sood640@example.com,2026-03-26,REGULAR
CUST00641,Yuvraj Ahuja,yuvraj.ahuja641@example.com,2026-03-30,REGULAR
CUST00642,Leela Keer,leela.keer642@example.com,2026-04-27,PREMIUM
CUST00643,Amara Narayan,amara.narayan643@example.com,2026-06-13,REGULAR
CUST00644,Advay Lal,advay.lal644@example.com,2026-06-29,REGULAR
CUST00645,Warinder Bhatia,warinder.bhatiagmail.com,2025-11-22,REGULAR
CUST00646,Udyati Mohanty,udyati.mohanty646@example.com,2025-11-15,REGULAR
CUST00647,Nidra Thakkar,nidra.thakkar647@example.com,2026-01-02,PREMIUM
CUST00648,Jacob Merchant,jacob.merchant648@example.com,2025-02-18,PREMIUM
CUST00649,Timothy Kanda,timothy.kanda649@example.com,2026-03-12,REGULAR
CUST00650,Vanya Dua,vanya.dua650@example.com,2026-02-13,REGULAR
CUST00651,Kashvi Sagar,kashvi.sagar651@example.com,2025-12-24,PREMIUM
CUST00652,Tejas Kota,tejas.kota652@example.com,2025-10-03,REGULAR
CUST00653,Sanya Wable,sanya.wable653@example.com,2026-06-13,REGULAR
CUST00654,Faras Choudhury,faras.choudhury654@example.com,2026-04-19,REGULAR
CUST00655,Yashasvi Jain,yashasvi.jain655@example.com,2025-08-05,REGULAR
CUST00656,Nitesh Narang,nitesh.narang656@example.com,2025-08-20,PREMIUM
CUST00657,Jackson Jha,jackson.jha657@example.com,2026-06-21,PREMIUM
CUST00658,Gavin Uppal,gavin.uppal658@example.com,2025-09-28,REGULAR
CUST00659,Christopher Setty,christopher.setty659@example.com,2025-08-01,REGULAR
CUST00660,Yochana Sagar,yochana.sagar660@example.com,2026-02-26,REGULAR
CUST00661,Dalbir Shere,dalbir.shere661@example.com,2025-09-26,VIP
CUST00662,Anthony Randhawa,anthony.randhawa662@example.com,2025-08-14,REGULAR
CUST00663,Aarush Kamdar,aarush.kamdar663@example.com,2025-03-03,REGULAR
CUST00664,Chakradev Sampath,chakradev.sampath664@example.com,2025-07-19,PREMIUM
CUST00665,Devansh Bhasin,devansh.bhasin665@example.com,2026-02-23,REGULAR
CUST00666,Urmi Balay,urmi.balay666@example.com,2025-07-30,REGULAR
CUST00667,Nilima Gole,nilima.gole667@example.com,2026-04-01,REGULAR
CUST00668,Osha Prasad,osha.prasad668@example.com,2026-02-17,REGULAR
CUST00669,Saumya Purohit,saumya.purohit669@example.com,2025-03-19,REGULAR
CUST00670,Faris Zacharia,faris.zacharia670@example.com,2025-03-20,REGULAR
CUST00671,Ijaya Dani,ijaya.dani671@example.com,2026-03-04,VIP
CUST00672,Maya Wadhwa,maya.wadhwa672@example.com,2026-05-23,PREMIUM
CUST00673,Udant Aggarwal,udant.aggarwal673@example.com,2026-01-06,REGULAR
CUST00674,Chanchal Sheth,chanchal.sheth674@example.com,2025-08-12,REGULAR
CUST00675,Ladli Karpe,ladli.karpe675@example.com,2025-03-11,REGULAR
CUST00676,Triveni Pal,triveni.pal676@example.com,2025-01-29,PREMIUM
CUST00677,Anya Gulati,anya.gulati677@example.com,2025-05-17,PREMIUM
CUST00678,Azad Saini,azad.saini678@example.com,2025-11-05,PREMIUM
CUST00679,Wridesh Jhaveri,wridesh.jhaveri679@example.com,2025-08-13,PREMIUM
